,Order Date,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Payment Mode,Order_Date,Year,Month,Day,DayOfWeek,IsWeekend,Quarter,Sales_Lag_7,Sales_Lag_14,Sales_Lag_30,Rolling_Avg_7,Rolling_Avg_14,Discount_Rate,Effective_Price,Category_SubCategory,Customer_Count,Is_Holiday,Holiday_Type,temperature_max,temperature_min,precipitation_sum,rain_sum,Date_City_Key,Temperature_Avg,Temperature_Variance,Is_Rainy_Day,Rainfall_Category,Holiday_Rainfall,Holiday_Temperature,Season,Weekend_Holiday
10,2025-08-24,North,Lucknow,Kitchen,Cookware Set,Cookware Set Doloremque,2,10761,20,17217.6,4139.82,Credit Card,2025-08-24,2025,8,24,6,1,3,,,,17217.6,17217.6,0.2,8608.800000000001,Kitchen_Cookware Set,19,0,None,20.6,8.7,0.0,0.0,2025-08-24_Lucknow,14.65,11.900001,0,None,0.0,0.0,Monsoon,0
11,2024-05-21,South,Hyderabad,Beauty,Perfume,Perfume Itaque,3,27066,10,73078.2,16216.55,Net Banking,2024-05-21,2024,5,21,1,0,2,,,,73078.2,73078.2,0.1,24359.4,Beauty_Perfume,24,0,None,30.05,19.95,0.0,0.0,2024-05-21_Hyderabad,25.0,10.099998,0,None,0.0,0.0,Summer,0
12,2024-12-05,North,Chandigarh,Home Decor,Vase,Vase Ratione,1,53951,5,51253.45,6826.05,Credit Card,2024-12-05,2024,12,5,3,0,4,,,,51253.45,51253.45,0.05,51253.45,Home Decor_Vase,34,0,None,16.6,7.0,0.0,0.0,2024-12-05_Chandigarh,11.8,9.6,0,None,0.0,0.0,Winter,0
13,2023-12-03,East,Patna,Clothing,Women's Wear,Women's Wear Optio,5,23843,0,119215.0,21029.48,UPI,2023-12-03,2023,12,3,6,1,4,,,,119215.0,119215.0,0.0,23843.0,Clothing_Women's Wear,27,0,None,21.45,10.7,0.0,0.0,2023-12-03_Patna,16.075,10.750001,0,None,0.0,0.0,Winter,0
14,2025-07-25,North,Jaipur,Kitchen,Juicer,Juicer Debitis,2,15444,5,29343.6,5535.44,COD,2025-07-25,2025,7,25,4,0,3,,,,29343.6,29343.6,0.05,14671.8,Kitchen_Juicer,25,0,None,19.65,7.15,0.0,0.0,2025-07-25_Jaipur,13.4,12.5,0,None,0.0,0.0,Monsoon,0
15,2023-10-13,East,Bhubaneswar,Electronics,Laptop,Laptop Numquam,5,51645,10,232402.5,35657.72,Debit Card,2023-10-13,2023,10,13,4,0,4,,,,232402.5,232402.5,0.1,46480.5,Electronics_Laptop,24,0,None,27.85,19.0,0.6,0.6,2023-10-13_Bhubaneswar,23.425,8.85,1,Light,0.0,0.0,Winter,0
16,2024-05-24,South,Hyderabad,Electronics,Smartwatch,Smartwatch Ad,3,52691,15,134362.05,26225.16,UPI,2024-05-24,2024,5,24,4,0,2,,,,134362.05,134362.05,0.15,44787.35,Electronics_Smartwatch,25,0,None,30.05,19.95,0.0,0.0,2024-05-24_Hyderabad,25.0,10.099998,0,None,0.0,0.0,Summer,0
17,2025-09-07,South,Chennai,Groceries,Oil,Oil Odio,4,3775,10,13590.0,1234.71,Net Banking,2025-09-07,2025,9,7,6,1,3,,,,13590.0,13590.0,0.1,3397.5,Groceries_Oil,28,0,None,28.55,21.3,0.0,0.0,2025-09-07_Chennai,24.925,7.25,0,None,0.0,0.0,Monsoon,0
18,2024-06-15,East,Patna,Sports,Dumbbells,Dumbbells Soluta,3,16579,20,39789.6,4240.62,Credit Card,2024-06-15,2024,6,15,5,1,2,,,,39789.6,39789.6,0.2,13263.2,Sports_Dumbbells,34,0,None,21.45,10.7,0.0,0.0,2024-06-15_Patna,16.075,10.750001,0,None,0.0,0.0,Monsoon,0
19,2024-01-11,West,Pune,Books,Textbook,Textbook Inventore,5,36393,5,172866.75,39437.91,Debit Card,2024-01-11,2024,1,11,3,0,1,,,,172866.75,172866.75,0.05,34573.35,Books_Textbook,27,0,None,29.85,14.15,0.0,0.0,2024-01-11_Pune,22.0,15.700001,0,None,0.0,0.0,Winter,0
20,2023-10-15,West,Ahmedabad,Kitchen,Refrigerator,Refrigerator Commodi,1,6574,20,5259.2,580.75,UPI,2023-10-15,2023,10,15,6,1,4,,,,5259.2,5259.2,0.2,5259.200000000001,Kitchen_Refrigerator,27,0,None,27.65,14.5,0.0,0.0,2023-10-15_Ahmedabad,21.075,13.15,0,None,0.0,0.0,Winter,0
21,2024-03-16,North,Lucknow,Groceries,Wheat,Wheat Natus,5,26762,15,113738.5,27267.31,Credit Card,2024-03-16,2024,3,16,5,1,1,,,,113738.5,113738.5,0.15,22747.7,Groceries_Wheat,25,0,None,20.6,8.7,0.0,0.0,2024-03-16_Lucknow,14.65,11.900001,0,None,0.0,0.0,Summer,0
22,2023-11-02,West,Surat,Books,Comics,Comics Aperiam,1,47699,20,38159.2,8535.56,UPI,2023-11-02,2023,11,2,3,0,4,,,,38159.2,38159.2,0.2,38159.200000000004,Books_Comics,38,0,None,28.4,14.65,0.0,0.0,2023-11-02_Surat,21.525,13.75,0,None,0.0,0.0,Winter,0
23,2025-07-10,East,Ranchi,Beauty,Face Cream,Face Cream Repellat,1,28257,10,25431.3,3959.79,Credit Card,2025-07-10,2025,7,10,3,0,3,,,,25431.3,25431.3,0.1,25431.3,Beauty_Face Cream,18,0,None,22.35,11.05,0.0,0.0,2025-07-10_Ranchi,16.7,11.3,0,None,0.0,0.0,Monsoon,0
24,2025-06-21,North,Chandigarh,Electronics,Headphones,Headphones Itaque,5,24056,20,96224.0,20551.56,COD,2025-06-21,2025,6,21,5,1,2,,,,96224.0,96224.0,0.2,19244.8,Electronics_Headphones,25,0,None,16.6,7.0,0.0,0.0,2025-06-21_Chandigarh,11.8,9.6,0,None,0.0,0.0,Monsoon,0
25,2024-01-13,South,Chennai,Groceries,Rice,Rice Impedit,2,65756,5,124936.4,19544.76,UPI,2024-01-13,2024,1,13,5,1,1,,,,69263.2,69263.2,0.05,62468.2,Groceries_Rice,28,0,None,28.55,21.3,0.0,0.0,2024-01-13_Chennai,24.925,7.25,0,None,0.0,0.0,Winter,0
26,2025-04-22,North,Lucknow,Beauty,Foundation,Foundation Illo,1,8276,0,8276.0,537.47,Net Banking,2025-04-22,2025,4,22,1,0,2,,,,8276.0,8276.0,0.0,8276.0,Beauty_Foundation,25,0,None,20.6,8.7,0.0,0.0,2025-04-22_Lucknow,14.65,11.900001,0,None,0.0,0.0,Summer,0
27,2024-12-12,East,Bhubaneswar,Furniture,Table,Table Error,3,731,0,2193.0,214.1,UPI,2024-12-12,2024,12,12,3,0,4,,,,2193.0,2193.0,0.0,731.0,Furniture_Table,26,0,None,27.85,19.0,0.6,0.6,2024-12-12_Bhubaneswar,23.425,8.85,1,Light,0.0,0.0,Winter,0
28,2025-08-27,North,Delhi,Toys,RC Car,RC Car Amet,2,67085,20,107336.0,22034.77,Net Banking,2025-08-27,2025,8,27,2,0,3,,,,107336.0,107336.0,0.2,53668.0,Toys_RC Car,21,0,None,18.3,7.85,0.0,0.0,2025-08-27_Delhi,13.075,10.449999,0,None,0.0,0.0,Monsoon,0
29,2024-04-22,North,Chandigarh,Groceries,Sugar,Sugar Excepturi,5,79453,15,337675.25,80309.87,Debit Card,2024-04-22,2024,4,22,0,0,2,,,,337675.25,337675.25,0.15,67535.05,Groceries_Sugar,25,0,None,16.6,7.0,0.0,0.0,2024-04-22_Chandigarh,11.8,9.6,0,None,0.0,0.0,Summer,0
30,2025-01-07,West,Goa,Groceries,Wheat,Wheat Consequuntur,2,25545,10,45981.0,9818.01,Credit Card,2025-01-07,2025,1,7,1,0,1,,,,45981.0,45981.0,0.1,22990.5,Groceries_Wheat,20,0,None,33.6,20.25,0.0,0.0,2025-01-07_Goa,26.925,13.349998,0,None,0.0,0.0,Winter,0
31,2023-12-11,North,Jaipur,Sports,Cricket Bat,Cricket Bat Voluptatum,4,76643,5,291243.4,40522.22,UPI,2023-12-11,2023,12,11,0,0,4,,,,291243.4,291243.4,0.05,72810.84999999999,Sports_Cricket Bat,20,0,None,19.65,7.15,0.0,0.0,2023-12-11_Jaipur,13.4,12.5,0,None,0.0,0.0,Winter,0
32,2024-06-24,West,Ahmedabad,Furniture,Sofa,Sofa Deleniti,4,60561,20,193795.2,21970.55,Net Banking,2024-06-24,2024,6,24,0,0,2,,,,193795.2,193795.2,0.2,48448.8,Furniture_Sofa,31,0,None,27.65,14.5,0.0,0.0,2024-06-24_Ahmedabad,21.075,13.15,0,None,0.0,0.0,Monsoon,0
33,2025-07-11,East,Guwahati,Toys,RC Car,RC Car Quam,4,19080,20,61056.0,10008.03,Debit Card,2025-07-11,2025,7,11,4,0,3,,,,61056.0,61056.0,0.2,15264.0,Toys_RC Car,25,0,None,21.8,11.0,0.0,0.0,2025-07-11_Guwahati,16.4,10.799999,0,None,0.0,0.0,Monsoon,0
34,2023-12-31,South,Thiruvananthapuram,Toys,Action Figure,Action Figure Laboriosam,2,48271,20,77233.6,13625.93,Net Banking,2023-12-31,2023,12,31,6,1,4,,,,77233.6,77233.6,0.2,38616.8,Toys_Action Figure,25,0,None,31.85,20.15,0.0,0.0,2023-12-31_Thiruvananthapuram,26.0,11.700001,0,None,0.0,0.0,Winter,0
35,2025-03-08,South,Thiruvananthapuram,Beauty,Lipstick,Lipstick Accusantium,4,7232,15,24588.8,4643.94,Credit Card,2025-03-08,2025,3,8,5,1,1,,,,24588.8,24588.8,0.15,6147.2,Beauty_Lipstick,19,0,None,31.85,20.15,0.0,0.0,2025-03-08_Thiruvananthapuram,26.0,11.700001,0,None,0.0,0.0,Summer,0
36,2024-12-02,West,Surat,Sports,Dumbbells,Dumbbells Quas,2,78467,0,156934.0,9444.77,Credit Card,2024-12-02,2024,12,2,0,0,4,,,,156934.0,156934.0,0.0,78467.0,Sports_Dumbbells,20,0,None,28.4,14.65,0.0,0.0,2024-12-02_Surat,21.525,13.75,0,None,0.0,0.0,Winter,0
37,2023-10-19,North,Lucknow,Sports,Yoga Mat,Yoga Mat Quaerat,4,34124,5,129671.2,8392.19,UPI,2023-10-19,2023,10,19,3,0,4,,,,129671.2,129671.2,0.05,32417.8,Sports_Yoga Mat,31,0,None,20.6,8.7,0.0,0.0,2023-10-19_Lucknow,14.65,11.900001,0,None,0.0,0.0,Winter,0
38,2025-09-30,East,Ranchi,Toys,Puzzle,Puzzle Assumenda,2,60907,0,121814.0,24378.77,COD,2025-09-30,2025,9,30,1,0,3,,,,121814.0,121814.0,0.0,60907.0,Toys_Puzzle,27,0,None,22.35,11.05,0.0,0.0,2025-09-30_Ranchi,16.7,11.3,0,None,0.0,0.0,Monsoon,0
39,2023-11-16,North,Lucknow,Kitchen,Refrigerator,Refrigerator Libero,5,9102,10,40959.0,7785.75,Debit Card,2023-11-16,2023,11,16,3,0,4,,,,29088.3,29088.3,0.1,8191.8,Kitchen_Refrigerator,19,0,None,20.6,8.7,0.0,0.0,2023-11-16_Lucknow,14.65,11.900001,0,None,0.0,0.0,Winter,0
40,2024-09-18,East,Guwahati,Toys,Board Game,Board Game Consequuntur,5,76782,20,307128.0,47122.1,UPI,2024-09-18,2024,9,18,2,0,3,,,,184092.0,184092.0,0.2,61425.600000000006,Toys_Board Game,25,0,None,21.8,11.0,0.0,0.0,2024-09-18_Guwahati,16.4,10.799999,0,None,0.0,0.0,Monsoon,0
41,2025-07-01,North,Amritsar,Toys,Doll,Doll Laborum,5,57559,5,273405.25,26969.18,Debit Card,2025-07-01,2025,7,1,1,0,3,,,,273405.25,273405.25,0.05,54681.049999999996,Toys_Doll,17,0,None,16.95,5.9,0.0,0.0,2025-07-01_Amritsar,11.425,11.050001,0,None,0.0,0.0,Monsoon,0
42,2024-02-11,West,Surat,Electronics,Camera,Camera A,2,68630,0,137260.0,16783.04,Net Banking,2024-02-11,2024,2,11,6,1,1,,,,137260.0,137260.0,0.0,68630.0,Electronics_Camera,22,0,None,28.4,14.65,0.0,0.0,2024-02-11_Surat,21.525,13.75,0,None,0.0,0.0,Winter,0
43,2024-10-23,South,Coimbatore,Groceries,Rice,Rice Incidunt,5,64105,20,256420.0,61655.17,Net Banking,2024-10-23,2024,10,23,2,0,4,,,,256420.0,256420.0,0.2,51284.0,Groceries_Rice,23,0,None,29.9,18.85,0.0,0.0,2024-10-23_Coimbatore,24.375,11.049999,0,None,0.0,0.0,Winter,0
44,2023-11-03,East,Guwahati,Books,Textbook,Textbook Consequuntur,2,68202,0,136404.0,33860.63,Debit Card,2023-11-03,2023,11,3,4,0,4,,,,136404.0,136404.0,0.0,68202.0,Books_Textbook,26,0,None,21.8,11.0,0.0,0.0,2023-11-03_Guwahati,16.4,10.799999,0,None,0.0,0.0,Winter,0
45,2023-11-20,West,Pune,Books,Biography,Biography Magni,1,36207,15,30775.95,5230.85,COD,2023-11-20,2023,11,20,0,0,4,,,,101821.35,101821.35,0.15,30775.95,Books_Biography,27,0,None,29.85,14.15,0.0,0.0,2023-11-20_Pune,22.0,15.700001,0,None,0.0,0.0,Winter,0
46,2025-10-01,North,Delhi,Beauty,Perfume,Perfume Quisquam,3,55843,10,150776.1,23835.95,Credit Card,2025-10-01,2025,10,1,2,0,4,,,,150776.1,150776.1,0.1,50258.700000000004,Beauty_Perfume,28,0,None,18.3,7.85,0.0,0.0,2025-10-01_Delhi,13.075,10.449999,0,None,0.0,0.0,Winter,0
47,2025-09-03,West,Surat,Sports,Tennis Racket,Tennis Racket Sapiente,5,60512,5,287432.0,41217.09,Credit Card,2025-09-03,2025,9,3,2,0,3,,,,222183.0,222183.0,0.05,57486.399999999994,Sports_Tennis Racket,20,0,None,28.4,14.65,0.0,0.0,2025-09-03_Surat,21.525,13.75,0,None,0.0,0.0,Monsoon,0
48,2025-01-22,North,Delhi,Toys,Puzzle,Puzzle Dolorem,1,70834,10,63750.6,4232.48,UPI,2025-01-22,2025,1,22,2,0,1,,,,85543.3,85543.3,0.1,63750.6,Toys_Puzzle,21,0,None,18.3,7.85,0.0,0.0,2025-01-22_Delhi,13.075,10.449999,0,None,0.0,0.0,Winter,0
49,2024-04-28,West,Ahmedabad,Clothing,Shoes,Shoes Deleniti,1,33485,0,33485.0,6131.25,COD,2024-04-28,2024,4,28,6,1,2,,,,33485.0,33485.0,0.0,33485.0,Clothing_Shoes,21,0,None,27.65,14.5,0.0,0.0,2024-04-28_Ahmedabad,21.075,13.15,0,None,0.0,0.0,Summer,0
50,2024-05-04,East,Patna,Beauty,Perfume,Perfume Rerum,5,8568,5,40698.0,3935.7,UPI,2024-05-04,2024,5,4,5,1,2,,,,40698.0,40698.0,0.05,8139.599999999999,Beauty_Perfume,25,0,None,21.45,10.7,0.0,0.0,2024-05-04_Patna,16.075,10.750001,0,None,0.0,0.0,Summer,0
51,2025-05-06,East,Ranchi,Furniture,Sofa,Sofa Omnis,4,64645,5,245651.0,51927.61,UPI,2025-05-06,2025,5,6,1,0,2,,,,245651.0,245651.0,0.05,61412.75,Furniture_Sofa,20,0,None,22.35,11.05,0.0,0.0,2025-05-06_Ranchi,16.7,11.3,0,None,0.0,0.0,Summer,0
52,2025-09-02,West,Goa,Books,Biography,Biography Illum,5,12976,0,64880.0,11967.13,COD,2025-09-02,2025,9,2,1,0,3,,,,64880.0,64880.0,0.0,12976.0,Books_Biography,21,0,None,33.6,20.25,0.0,0.0,2025-09-02_Goa,26.925,13.349998,0,None,0.0,0.0,Monsoon,0
53,2024-04-15,West,Pune,Clothing,Women's Wear,Women's Wear Odio,3,27698,20,66475.2,8946.95,UPI,2024-04-15,2024,4,15,0,0,2,,,,55754.25,55754.25,0.2,22158.4,Clothing_Women's Wear,23,0,None,29.85,14.15,0.0,0.0,2024-04-15_Pune,22.0,15.700001,0,None,0.0,0.0,Summer,0
54,2023-12-09,East,Bhubaneswar,Sports,Tennis Racket,Tennis Racket Ea,2,28261,15,48043.7,10879.68,Debit Card,2023-12-09,2023,12,9,5,1,4,,,,48043.7,48043.7,0.15,24021.85,Sports_Tennis Racket,28,0,None,27.85,19.0,0.6,0.6,2023-12-09_Bhubaneswar,23.425,8.85,1,Light,0.0,0.0,Winter,0
55,2024-05-19,North,Jaipur,Furniture,Bed,Bed Molestias,5,42462,0,212310.0,11609.02,Net Banking,2024-05-19,2024,5,19,6,1,2,,,,212310.0,212310.0,0.0,42462.0,Furniture_Bed,25,0,None,19.65,7.15,0.0,0.0,2024-05-19_Jaipur,13.4,12.5,0,None,0.0,0.0,Summer,0
56,2023-12-05,East,Patna,Home Decor,Wall Art,Wall Art Excepturi,4,62926,0,251704.0,40267.43,Credit Card,2023-12-05,2023,12,5,1,0,4,,,,251704.0,251704.0,0.0,62926.0,Home Decor_Wall Art,28,0,None,21.45,10.7,0.0,0.0,2023-12-05_Patna,16.075,10.750001,0,None,0.0,0.0,Winter,0
57,2024-10-16,East,Patna,Toys,Puzzle,Puzzle Ut,4,73473,15,249808.2,56964.33,Net Banking,2024-10-16,2024,10,16,2,0,4,,,,249808.2,249808.2,0.15,62452.049999999996,Toys_Puzzle,25,0,None,21.45,10.7,0.0,0.0,2024-10-16_Patna,16.075,10.750001,0,None,0.0,0.0,Winter,0
58,2024-10-09,West,Pune,Furniture,Cabinet,Cabinet Odit,3,29226,15,74526.3,17899.47,Net Banking,2024-10-09,2024,10,9,2,0,4,,,,122873.025,122873.025,0.15,24842.1,Furniture_Cabinet,24,0,None,29.85,14.15,0.0,0.0,2024-10-09_Pune,22.0,15.700001,0,None,0.0,0.0,Winter,0
59,2025-05-16,West,Mumbai,Home Decor,Vase,Vase Necessitatibus,2,9860,10,17748.0,4403.6,Credit Card,2025-05-16,2025,5,16,4,0,2,,,,17748.0,17748.0,0.1,8874.0,Home Decor_Vase,21,0,None,27.3,16.4,0.0,0.0,2025-05-16_Mumbai,21.849998,10.9,0,None,0.0,0.0,Summer,0
60,2025-04-30,West,Ahmedabad,Sports,Football,Football Eveniet,5,17665,0,88325.0,17529.47,UPI,2025-04-30,2025,4,30,2,0,2,,,,88325.0,88325.0,0.0,17665.0,Sports_Football,37,0,None,27.65,14.5,0.0,0.0,2025-04-30_Ahmedabad,21.075,13.15,0,None,0.0,0.0,Summer,0
61,2024-04-09,South,Chennai,Kitchen,Cookware Set,Cookware Set Nisi,2,13751,15,23376.7,5552.74,Debit Card,2024-04-09,2024,4,9,1,0,2,,,,23376.7,23376.7,0.15,11688.35,Kitchen_Cookware Set,37,0,None,28.55,21.3,0.0,0.0,2024-04-09_Chennai,24.925,7.25,0,None,0.0,0.0,Summer,0
62,2025-01-26,West,Pune,Kitchen,Juicer,Juicer Totam,5,11226,10,50517.0,2567.28,Debit Card,2025-01-26,2025,1,26,6,1,1,,,,50517.0,50517.0,0.1,10103.4,Kitchen_Juicer,32,1,Republic Day,29.85,14.15,0.0,0.0,2025-01-26_Pune,22.0,15.700001,0,None,0.0,22.0,Winter,1
63,2023-12-27,West,Pune,Toys,Action Figure,Action Figure Cum,4,70618,5,268348.4,50743.1,COD,2023-12-27,2023,12,27,2,0,4,,,,268348.4,268348.4,0.05,67087.09999999999,Toys_Action Figure,23,0,None,29.85,14.15,0.0,0.0,2023-12-27_Pune,22.0,15.700001,0,None,0.0,0.0,Winter,0
64,2024-06-23,South,Bangalore,Books,Biography,Biography Nobis,3,37492,15,95604.6,19263.79,UPI,2024-06-23,2024,6,23,6,1,2,,,,82281.6,82281.6,0.15,31868.2,Books_Biography,27,0,None,27.45,14.9,0.0,0.0,2024-06-23_Bangalore,21.175,12.550001,0,None,0.0,0.0,Monsoon,0
65,2024-06-22,North,Chandigarh,Kitchen,Juicer,Juicer Vero,2,34997,0,69994.0,11129.92,COD,2024-06-22,2024,6,22,5,1,2,,,,69994.0,69994.0,0.0,34997.0,Kitchen_Juicer,26,0,None,16.6,7.0,0.0,0.0,2024-06-22_Chandigarh,11.8,9.6,0,None,0.0,0.0,Monsoon,0
66,2025-05-28,West,Surat,Kitchen,Mixer Grinder,Mixer Grinder Recusandae,2,71572,10,128829.6,14012.66,Credit Card,2025-05-28,2025,5,28,2,0,2,,,,128829.6,128829.6,0.1,64414.8,Kitchen_Mixer Grinder,29,0,None,28.4,14.65,0.0,0.0,2025-05-28_Surat,21.525,13.75,0,None,0.0,0.0,Summer,0
67,2024-02-23,West,Goa,Books,Biography,Biography Ad,5,38936,5,184946.0,30144.65,COD,2024-02-23,2024,2,23,4,0,1,,,,124913.0,124913.0,0.05,36989.2,Books_Biography,21,0,None,33.6,20.25,0.0,0.0,2024-02-23_Goa,26.925,13.349998,0,None,0.0,0.0,Winter,0
68,2023-11-24,East,Bhubaneswar,Home Decor,Vase,Vase Molestiae,1,19506,0,19506.0,2911.1,Net Banking,2023-11-24,2023,11,24,4,0,4,,,,19506.0,19506.0,0.0,19506.0,Home Decor_Vase,23,0,None,27.85,19.0,0.6,0.6,2023-11-24_Bhubaneswar,23.425,8.85,1,Light,0.0,0.0,Winter,0
69,2025-01-02,East,Ranchi,Sports,Tennis Racket,Tennis Racket At,5,48227,10,217021.5,52730.72,UPI,2025-01-02,2025,1,2,3,0,1,,,,217021.5,217021.5,0.1,43404.3,Sports_Tennis Racket,19,0,None,22.35,11.05,0.0,0.0,2025-01-02_Ranchi,16.7,11.3,0,None,0.0,0.0,Winter,0
70,2024-08-31,South,Bangalore,Sports,Tennis Racket,Tennis Racket Ipsa,3,2697,5,7686.45,387.48,Net Banking,2024-08-31,2024,8,31,5,1,3,,,,7686.45,7686.45,0.05,2562.15,Sports_Tennis Racket,27,0,None,27.45,14.9,0.0,0.0,2024-08-31_Bangalore,21.175,12.550001,0,None,0.0,0.0,Monsoon,0
71,2025-06-18,East,Ranchi,Toys,RC Car,RC Car Eius,4,47678,20,152569.6,13719.94,Debit Card,2025-06-18,2025,6,18,2,0,2,,,,137191.8,137191.8,0.2,38142.4,Toys_RC Car,27,0,None,22.35,11.05,0.0,0.0,2025-06-18_Ranchi,16.7,11.3,0,None,0.0,0.0,Monsoon,0
72,2025-04-01,North,Chandigarh,Home Decor,Cushion,Cushion Quis,1,39545,15,33613.25,4294.42,COD,2025-04-01,2025,4,1,1,0,2,,,,42433.35,42433.35,0.15,33613.25,Home Decor_Cushion,34,0,None,16.6,7.0,0.0,0.0,2025-04-01_Chandigarh,11.8,9.6,0,None,0.0,0.0,Summer,0
73,2024-03-14,West,Pune,Toys,Puzzle,Puzzle Nesciunt,5,60787,15,258344.75,33333.56,Credit Card,2024-03-14,2024,3,14,3,0,1,,,,263346.575,263346.575,0.15,51668.95,Toys_Puzzle,23,0,None,29.85,14.15,0.0,0.0,2024-03-14_Pune,22.0,15.700001,0,None,0.0,0.0,Summer,0
74,2024-12-09,North,Amritsar,Toys,Action Figure,Action Figure Placeat,1,26035,20,20828.0,2957.26,Net Banking,2024-12-09,2024,12,9,0,0,4,,,,147116.625,147116.625,0.2,20828.0,Toys_Action Figure,17,0,None,16.95,5.9,0.0,0.0,2024-12-09_Amritsar,11.425,11.050001,0,None,0.0,0.0,Winter,0
75,2025-01-17,West,Ahmedabad,Clothing,Kids Wear,Kids Wear Aut,5,41865,10,188392.5,36655.65,COD,2025-01-17,2025,1,17,4,0,1,,,,110938.75,110938.75,0.1,37678.5,Clothing_Kids Wear,21,0,None,27.65,14.5,0.0,0.0,2025-01-17_Ahmedabad,21.075,13.15,0,None,0.0,0.0,Winter,0
76,2025-03-04,North,Lucknow,Kitchen,Cookware Set,Cookware Set Libero,4,76576,10,275673.6,39540.52,Net Banking,2025-03-04,2025,3,4,1,0,1,,,,111283.39999999998,111283.39999999998,0.1,68918.40000000001,Kitchen_Cookware Set,19,0,None,20.6,8.7,0.0,0.0,2025-03-04_Lucknow,14.65,11.900001,0,None,0.0,0.0,Summer,0
